Article_ID,Instance_ID,Objective,Iterations,Without_SPSC,Time,With_SPSC,Time_
Huber2020_50,Large2 normal,MIN,10,25825.57,300,25824.66,300
Huber2020_50,Large2 all without tr.,MIN,10,26447.66,300,26445.73,300
Huber2020_50,Large2 all with tr.,MIN,10,25454.57,300,25454.57,300
Huber2020_50,Final random normal,MIN,10,133205.93,300,129043.16,300
Huber2020_50,Final random all without tr.,MIN,10,145580.46,300,143812.85,300
Huber2020_50,Final random all with tr.,MIN,10,130129.51,300,125556.95,300
Huber2020_50,Final normal,MIN,10,36734.56,300,36702.48,300
Huber2020_50,Final all without tr.,MIN,10,38536.09,300,38534.74,300
Huber2020_50,Final all with tr.,MIN,10,35540.04,300,35540.04,300
Huber2020_50,C1 large1,MIN,10,19021.08,300,19020.49,300
Huber2020_50,C1 large2,MIN,10,21208.78,300,21202.21,300
Huber2020_50,C1 medium,MIN,10,7355.3,300,7342.28,300
Huber2020_50,C1 small,MIN,10,4220.76,300,4208.13,300
Huber2020_50,C2 large1,MIN,10,38593.28,300,38161.81,300
Huber2020_50,C2 large2,MIN,10,50338.1,300,50091.94,300
Huber2020_50,C2 medium,MIN,10,14509.16,300,14448.07,300
Huber2020_50,C2 small,MIN,10,3442.3,300,3442.3,300
Huber2020_50,C3 large1,MIN,10,17966.08,300,17962.35,300
Huber2020_50,C3 large2,MIN,10,23385.78,300,23327.27,300
Huber2020_50,C3 medium,MIN,10,6909.83,300,6899.27,300
Huber2020_50,C3 small,MIN,10,3975.87,300,3975.87,300
Huber2020_50,C4 large1,MIN,10,29210.16,300,29182,300
Huber2020_50,C4 large2,MIN,10,32037.63,300,31976.38,300
Huber2020_50,C4 medium,MIN,10,10963.74,300,10868.01,300
Huber2020_50,C4 small,MIN,10,6785.89,300,6566.29,300
Huber2020_50,C5 large1,MIN,10,38115.7,300,37679.23,300
Huber2020_50,C5 large2,MIN,10,50395.7,300,50097.8,300
Huber2020_50,C5 medium,MIN,10,14353.76,300,14346.37,300
Huber2020_50,C5 small,MIN,10,3238.51,300,3238.51,300
Huber2020_75,n101-s100,MIN,10,22668.5,450,22515.86,150
Huber2020_75,n106-s20,MIN,10,23765.1,450,23710.08,150
Huber2020_75,n110-s4,MIN,10,14994.38,450,14946.56,150
Huber2020_75,n115-s100,MIN,10,12630.86,450,12573.3,150
Huber2020_75,n120-s4,MIN,10,13537.3,450,13506.4,150
Huber2020_75,n125-s20,MIN,10,36893.34,450,36712.4,150
Huber2020_75,n129-s4,MIN,10,28714.98,450,28519.24,150
Huber2020_75,n134-s100,MIN,10,10208.66,450,10163.06,150
Huber2020_75,n139-s20,MIN,10,12840.72,450,12790,150
Huber2020_75,n143-s100,MIN,10,16027.84,450,16012.64,150
Huber2020_75,n148-s4,MIN,10,42277.38,450,42142.72,150
Huber2020_75,n153-s20,MIN,10,14876.18,450,14876.18,150
Huber2020_75,n157-s20,MIN,10,15881.88,450,15876.66,150
Huber2020_75,n162-s100,MIN,10,14053.2,450,14020.36,150
Huber2020_75,n167-s4,MIN,10,19831.36,450,19772.66,150
Huber2020_75,n172-s100,MIN,10,30223.96,450,30160.1,150
Huber2020_75,n176-s4,MIN,10,45617.68,450,45394.56,150
Huber2020_75,n181-s20,MIN,10,22782.48,450,22597.32,150
Huber2020_75,n186-s4,MIN,10,23067.86,450,22924.06,150
Huber2020_75,n190-s100,MIN,10,17104.4,450,17104.4,150
Huber2020_75,n195-s20,MIN,10,37923.48,450,37546.36,150
Huber2020_75,n200-s100,MIN,10,51409.88,450,51370.46,150
Huber2020_75,n204-s4,MIN,10,19313.94,450,19216.8,150
Huber2020_75,n209-s20,MIN,10,27517.34,450,27489.28,150
Huber2020_75,n214-s100,MIN,10,11454.58,450,11443.84,150
Huber2020_75,n219-s4,MIN,10,99351.5,450,98983.72,150
Huber2020_75,n223-s20,MIN,10,37538.22,450,37222.3,150
Huber2020_75,n228-s20,MIN,10,22639.32,450,22486.36,150
Huber2020_75,n233-s4,MIN,10,19023.06,450,18988.12,150
Huber2020_75,n237-s100,MIN,10,27606.16,450,27567.96,150
Huber2020_75,n242-s20,MIN,10,63462.16,450,63396.02,150
Huber2020_75,n247-s100,MIN,10,29218.84,450,29146.28,150
Huber2020_75,n251-s4,MIN,10,37830.4,450,37772.58,150
Huber2020_75,n256-s4,MIN,10,19338.1,450,19183.2,150
Huber2020_75,n261-s100,MIN,10,22715.54,450,22705.64,150
Huber2020_75,n266-s20,MIN,10,64334.74,450,63693.4,150
Huber2020_75,n270-s20,MIN,10,31837.72,450,31719.58,150
Huber2020_75,n275-s4,MIN,10,18928.52,450,18883.46,150
Huber2020_75,n280-s100,MIN,10,33900.1,450,33845.7,150
Huber2020_75,n284-s100,MIN,10,21168.7,450,21158.82,150
Huber2020_75,n289-s20,MIN,10,73215.56,450,73215.56,150
Huber2020_75,n294-s4,MIN,10,43989.24,450,43707.26,150
Huber2020_75,n298-s100,MIN,10,32196.78,450,31965.14,150
Huber2020_75,n303-s4,MIN,10,22072.44,450,22072.44,150
Huber2020_75,n308-s20,MIN,10,26367.1,450,26364,150
Huber2020_75,n313-s4,MIN,10,74245.52,450,74125.16,150
Huber2020_75,n317-s100,MIN,10,59137.24,450,59137.24,150
Huber2020_75,n322-s20,MIN,10,30007.42,450,29986.58,150
Huber2020_75,n327-s4,MIN,10,27537.2,450,27454,150
Huber2020_75,n331-s100,MIN,10,31243.9,450,31140.22,150
Huber2020_75,n336-s20,MIN,10,127660.58,450,126966.96,150
Huber2020_75,n344-s4,MIN,10,39670.62,450,39655.18,150
Huber2020_75,n351-s20,MIN,10,25650.4,450,25650.4,150
Huber2020_75,n359-s100,MIN,10,43872.28,450,43870.54,150
Huber2020_75,n367-s20,MIN,10,24222.44,450,24222.26,150
Huber2020_75,n376-s100,MIN,10,112712,450,112363.56,150
Huber2020_75,n384-s4,MIN,10,46073.22,450,46073.22,150
Huber2020_75,n393-s100,MIN,10,36964.48,450,36898.68,150
Huber2020_75,n401-s20,MIN,10,55551.14,450,55481.88,150
Huber2020_75,n411-s4,MIN,10,19755.32,450,19676.14,150
Huber2020_75,n420-s4,MIN,10,91276,450,90478.98,150
Huber2020_75,n429-s100,MIN,10,57675.62,450,57576.8,150
Huber2020_75,n439-s20,MIN,10,36406.4,450,36345.48,150
Huber2020_75,n449-s100,MIN,10,46521.08,450,46521.08,150
Huber2020_75,n459-s20,MIN,10,24451.64,450,24404,150
Huber2020_75,n469-s4,MIN,10,193532.86,450,192814.3,150
Huber2020_75,n480-s4,MIN,10,87606.7,450,87606.7,150
Huber2020_75,n491-s20,MIN,10,47331.78,450,47331.78,150
Huber2020_75,n502-s100,MIN,10,55562.9,450,55390.16,150
Huber2020_75,n513-s100,MIN,10,25756.7,450,25738.5,150
Huber2020_75,n524-s4,MIN,10,128662.36,450,128066.92,150
Huber2020_75,n536-s20,MIN,10,73112.92,450,73112.92,150
Huber2020_75,n548-s100,MIN,10,65493.26,450,65460.12,150
Huber2020_75,n561-s4,MIN,10,43899.66,450,43899.66,150
Huber2020_75,n573-s20,MIN,10,42610.18,450,42610.18,150
Huber2020_75,n586-s20,MIN,10,148285.06,450,148285.06,150
Huber2020_75,n599-s4,MIN,10,97814.48,450,97814.48,150
Huber2020_75,n613-s100,MIN,10,56548.24,450,56522.3,150
Huber2020_75,n627-s4,MIN,10,63097.84,450,63097.54,150
Huber2020_75,n641-s20,MIN,10,63461.42,450,63456.48,150
Huber2020_75,n655-s100,MIN,10,74716.08,450,74716.08,150
Huber2020_75,n670-s4,MIN,10,102233.68,450,102229.36,150
Huber2020_75,n685-s20,MIN,10,65565.16,450,65565.16,150
Huber2020_75,n701-s100,MIN,10,76239.88,450,76239.88,150
Huber2020_75,n716-s20,MIN,10,40992.32,450,40991.62,150
Huber2020_75,n733-s4,MIN,10,136954.7,450,136836.82,150
Huber2020_75,n749-s100,MIN,10,59466.88,450,59466.88,150
Huber2020_75,n766-s100,MIN,10,110491.82,450,110491.82,150
Huber2020_75,n783-s4,MIN,10,67336,450,67336,150
Huber2020_75,n801-s20,MIN,10,71553.28,450,71552.36,150
Huber2020_75,n819-s100,MIN,10,128241.58,450,128241.58,150
Huber2020_75,n837-s4,MIN,10,138161.38,450,138161.38,150
Huber2020_75,n856-s20,MIN,10,88876.42,450,88876.42,150
Huber2020_75,n876-s20,MIN,10,98419.12,450,98419.12,150
Huber2020_75,n895-s4,MIN,10,49377.42,450,49376.94,150
Huber2020_75,n916-s100,MIN,10,245703.86,450,245703.86,150
Huber2020_75,n936-s4,MIN,10,128251.18,450,128251.18,150
Huber2020_75,n957-s100,MIN,10,78251.88,450,78218.68,150
Huber2020_75,n979-s20,MIN,10,120069.96,450,120069.96,150
Huber2020_75,n1001-s4,MIN,10,80065.06,450,80065.06,150
Huber2020_75,Small normal,MIN,10,4747.13,450,4731.94,150
Huber2020_75,Small all without tr.,MIN,10,4918.13,450,4849.74,150
Huber2020_75,Small all with tr.,MIN,10,4662.77,450,4658.22,150
Huber2020_75,Medium normal,MIN,10,7898.59,450,7877.16,150
Huber2020_75,Medium all without tr.,MIN,10,8136.01,450,8103.89,150
Huber2020_75,Medium all with tr.,MIN,10,7818.66,450,7779.36,150
Huber2020_75,Large1 normal,MIN,10,20782.36,450,20782.36,150
Huber2020_75,Large1 all without tr.,MIN,10,21527.81,450,21527.81,150
Huber2020_75,Large1 all with tr.,MIN,10,20528.49,450,20528.49,150
Huber2020_75,Large2 normal,MIN,10,25730.77,450,25730.77,150
Huber2020_75,Large2 all without tr.,MIN,10,26334.13,450,26334.13,150
Huber2020_75,Large2 all with tr.,MIN,10,25339.87,450,25339.87,150
Huber2020_75,Final random normal,MIN,10,132905.46,450,129089.95,150
Huber2020_75,Final random all without tr.,MIN,10,145293.78,450,143703.28,150
Huber2020_75,Final random all with tr.,MIN,10,130020.01,450,125329.76,150
Huber2020_75,Final normal,MIN,10,36281.4,450,36281.4,150
Huber2020_75,Final all without tr.,MIN,10,38423.77,450,38423.77,150
Huber2020_75,Final all with tr.,MIN,10,35074.98,450,35074.98,150
Huber2020_75,C1 large1,MIN,10,18996.74,450,18993.7,150
Huber2020_75,C1 large2,MIN,10,21137.22,450,21136.14,150
Huber2020_75,C1 medium,MIN,10,7352.47,450,7334.15,150
Huber2020_75,C1 small,MIN,10,4205.39,450,4198.02,150
Huber2020_75,C2 large1,MIN,10,38535.94,450,38189.77,150
Huber2020_75,C2 large2,MIN,10,50257.04,450,50070.85,150
Huber2020_75,C2 medium,MIN,10,14497.01,450,14448.37,150
Huber2020_75,C2 small,MIN,10,3442.3,450,3442.3,150
Huber2020_75,C3 large1,MIN,10,17857.68,450,17857.14,150
Huber2020_75,C3 large2,MIN,10,23152.85,450,23134.22,150
Huber2020_75,C3 medium,MIN,10,6904.51,450,6899.72,150
Huber2020_75,C3 small,MIN,10,3975.87,450,3975.87,150
Huber2020_75,C4 large1,MIN,10,29085,450,29056.91,150
Huber2020_75,C4 large2,MIN,10,31956.15,450,31920.11,150
Huber2020_75,C4 medium,MIN,10,10992.78,450,10899.11,150
Huber2020_75,C4 small,MIN,10,6786.83,450,6566.29,150
Huber2020_75,C5 large1,MIN,10,38038.79,450,37694.41,150
Huber2020_75,C5 large2,MIN,10,50345.1,450,50083.12,150
Huber2020_75,C5 medium,MIN,10,14353.04,450,14346.93,150
Huber2020_75,C5 small,MIN,10,3238.51,450,3238.51,150

